"word_id","item_id"
47,16540
47,17025
47,17299
47,17402
47,17463
47,17481
47,17758
47,19186
47,19219
47,19433
47,19751
47,19827
47,20054
47,20346
47,20462
47,20596
47,20975
47,21681
47,21806
47,21861
47,22267
47,22762
47,22777
47,23511
47,23706
47,23850
47,24268
47,24444
47,24511
47,24736
47,25163
47,25743
47,25992
47,26020
47,26212
47,26397
47,26921
47,27191
47,27331
47,27378
47,27476
47,27616
47,27738
47,28769
47,28857
47,28863
47,29072
47,29510
47,30280
47,30319
47,30325
47,30642
47,30673
47,30707
47,30954
47,31267
47,31725
47,32065
47,32068
47,32183
47,32220
47,32363
47,32577
47,32591
47,33610
47,34169
47,34405
47,34611
47,34954
47,36288
47,36400
47,36724
47,36789
47,36895
47,37047
47,37214
47,37256
47,37317
47,37429
47,37621
47,37676
47,38200
47,38555
47,39406
47,39518
47,39592
47,39744
47,39780
47,39799
47,39816
47,39867
47,40060
47,40180
47,40389
47,40589
47,40659
47,40890
47,40902
47,41042
47,42008
47,42030
47,42068
47,42206
47,42243
47,42439
47,42632
47,42664
47,42929
47,42937
47,42952
47,43192
47,43346
47,43296
47,43423
47,43488
47,43552
47,44336
47,44562
47,45025
47,45349
47,45555
47,45626
47,46132
47,46406
47,46531
47,46575
47,46665
47,46674
47,46685
47,47018
47,47094
47,47243
47,47245
47,47480
47,47551
47,47860
47,47898
47,47934
47,48034
47,48211
47,48313
47,48444
47,48461
47,48789
47,48954
47,49005
47,49148
47,49223
47,49275
47,49299
47,49369
47,49461
47,49524
47,49560
47,49600
47,49627
47,49780
47,50031
47,50163
47,50197
47,50242
47,50288
47,50399
47,50401
47,50584
47,50651
47,50657
47,50685
48,104
48,418
48,834
48,836
48,838
48,842
48,1866
48,2334
48,3474
48,4104
48,4951
48,5133
48,5266
48,5302
48,5370
48,5498
48,5501
48,6422
48,7239
48,7302
48,7320
48,8184
48,8309
48,8327
48,8404
48,8934
48,9314
48,9875
48,10579
48,11159
48,11264
48,11479
48,12384
48,12580
48,13638
48,13742
48,14085
48,14315
48,14377
48,14659
48,14882
48,15163
48,15495
48,15636
48,15657
48,16106
48,16470
48,16602
48,16991
48,17088
48,17241
48,17790
48,18523
48,18637
48,19324
48,19550
48,19787
48,19846
48,20276
48,20408
48,20656
48,20698
48,20700
48,20857
48,20932
48,21190
48,21191
48,21770
48,22015
48,22059
48,22435
48,22581
48,22710
48,23189
48,23254
48,24549
48,24766
48,25299
48,25534
48,25628
48,26304
48,26977
48,27563
48,27813
48,28086
48,28251
48,28464
48,28882
48,29230
48,29628
48,29758
48,29843
48,30067
48,30593
48,31572
48,31919
48,32594
48,32801
48,33019
48,33633
48,33730
48,34113
48,34336
48,34405
48,35217
48,35908
48,36182
48,36196
48,36452
48,36466
48,36578
48,36680
48,36706
48,36708
48,36749
48,36762
48,36896
48,37172
48,37644
48,38012
48,38257
48,39909
48,39933
48,39993
48,40667
48,40780
48,40976
48,41710
48,41814
48,42083
48,42727
48,43384
48,44087
48,44256
48,44652
48,45577
48,46671
48,46713
48,46755
48,46861
48,46941
48,47014
48,47385
48,47493
48,47525
48,47551
48,47931
48,48330
48,48362
48,48488
48,48536
48,48675
48,48815
48,48928
48,48951
48,48968
48,49222
48,49395
48,49674
48,49756
48,49821
48,50052
48,50119
48,50139
48,50262
48,50309
48,50406
48,50526
48,50592
48,50703
48,50708
49,48645
50,36168
51,14661
52,37958
53,30158
54,8394
54,27838
55,14277
56,47256
57,2671
57,2676
57,2693
57,2699
58,7069
58,33329
59,23
59,20576
60,2822
60,25729
60,29963
60,30069
60,40504
60,48669
61,25796
62,36624
62,39663
63,21691
64,18230
65,21158
66,17941
67,11450
67,21931
67,38875
67,45071
68,15116
69,4652
69,30424
69,45456
69,47782
69,48209
70,4646
71,15413
71,46296
72,6587
72,11357
72,27175
72,27924
72,36341
72,39256
72,47134
72,47634
72,48466
73,46857
74,42673
75,17870
75,20097
75,22142
75,27728
76,4386
76,32494
77,4726
77,5512
77,5516
77,5517
77,6393
77,6753
77,7579
77,7732
77,8569
77,9412
77,11342
77,11752
77,12578
77,12817
77,17305
77,17735
77,19387
77,20365
77,22857
77,22860
77,23276
77,25655
77,28068
77,28949
77,29257
77,29773
77,29963
77,30037
77,30281
77,31822
77,32402
77,35943
77,36787
77,37145
77,37334
77,38421
77,40431
77,41387
77,42086
77,42812
77,45869
77,46469
77,48197
77,48471
77,49420
77,50565
77,50639
78,2424
79,45565
80,37286
80,48570
81,36119
82,19037
83,12966
83,22233
84,14432
85,43892
86,2019
87,12275
88,29528
88,35213
89,15141
90,45150
91,21697
92,29689
93,47429
94,19347
95,20241
95,25655
95,25858
95,29775
95,35730
96,29757
96,29780
97,45260
98,30315
99,11
99,312
99,442
99,1126
99,1734
99,1787
99,2235
99,3184
99,3405
99,4231
99,4724
99,4777
99,4820
99,5036
99,5132
99,5134
99,5438
99,5452
99,5452
99,5603
99,7627
99,7699
99,7848
99,8556
99,9059
99,10692
99,10971
99,11370
99,12373
99,12430
99,12500
99,13064
99,13114
99,13318
99,13421
99,13782
99,14089
99,14248
99,14283
99,14386
99,14582
99,15095
99,17237
99,17304
99,17941
99,18164
99,18254
99,18291
99,18359
99,18378
99,18512
99,18904
99,19247
99,19566
99,19570
99,20096
99,20122
99,20180
99,20608
99,20680
99,20694
99,20996
99,21136
99,21537
99,21615
99,21769
99,22480
99,23122
99,23434
99,24756
99,24810
99,24859
99,25045
99,25439
99,25483
99,25880
99,26351
99,26530
99,26544
99,27288
99,27347
99,27470
99,28517
99,28556
99,28566
99,28574
99,28580
99,29037
99,29163
99,29528
99,29541
99,29544
99,30247
99,30573
99,30574
99,31038
99,31100
99,31896
99,32232
99,32684
99,33455
99,33782
99,33836
99,34050
99,34581
99,35239
99,35884
99,36029
99,36246
99,36420
99,36682
99,36804
99,37049
99,37117
99,37144
99,37169
99,37446
99,37545
99,37659
99,37727
99,38390
99,38537
99,38642
99,38861
99,38872
99,39122
99,39788
99,39987
99,40337
99,40438
99,40708
99,41079
99,41401
99,41702
99,42067
99,42083
99,42134
99,42252
99,42257
99,42297
99,42318
99,42418
99,42540
99,42598
99,42813
99,43183
99,43995
99,44267
99,45464
99,45862
99,45933
99,46278
99,46553
99,47020
99,47119
99,47132
99,47191
99,47460
99,47593
99,47849
99,47856
99,47903
99,48511
99,48596
99,48654
99,49076
99,49158
99,49158
99,49271
99,49274
99,49313
99,49555
99,49573
99,49620
99,49625
99,49761
99,49779
99,49793
99,49821
99,49824
99,49829
99,49846
99,50030
99,50106
99,50188
99,50209
99,50229
99,50476
99,50488
99,50529
99,50537
99,50544
99,50604
99,50618
99,50624
100,40177
100,42943
100,45575
100,47076
100,48785
101,36583
101,42710
102,26128
102,28533
102,40982
103,50715
104,28101
105,11580
106,3077
106,17000
106,19666
107,32175
108,41830
109,29423
110,17888
111,28074
112,9823
113,23792
114,21191
115,25441
116,49617
117,37567
118,25184
119,27233
119,41077
120,30352
121,30742
121,36059
121,49040
122,24599
123,10474
124,27349
125,41651
126,29899
127,18490
128,1441
128,7174
128,28313
128,31234
128,36846
128,38537
128,38638
128,43557
128,49762
128,49978
129,24242
130,31082
130,31520
130,38062
130,48203
131,49223
132,24589
133,32202
134,4781
135,8886
136,1728
137,24818
138,41030
139,996
139,1177
139,1454
139,1671
139,2751
139,3611
139,4313
139,4782
139,5388
139,5414
139,5741
139,6070
139,6831
139,6847
139,7318
139,7355
139,8917
139,9837
139,10720
139,11090
139,11561
139,12277
139,12407
139,12737
139,14274
139,14609
139,15077
139,16122
139,17479
139,17540
139,18172
139,18262
139,19730
139,19736
139,19848
139,21722
139,21805
139,22343
139,22371
139,22672
139,23510
139,23712
139,24096
139,25566
139,26618
139,26775
139,27370
139,27565
139,28054
139,28508
139,28701
139,30705
139,31690
139,31818
139,33799
139,34648
139,35203
139,36050
139,36055
139,36061
139,36183
139,36346
139,36353
139,36738
139,36902
139,37172
139,37644
139,38749
139,39316
139,39437
139,39610
139,39853
139,40353
139,40653
139,40848
139,41264
139,41272
139,41494
139,41859
139,42669
139,43661
139,45687
139,47149
139,47743
139,47829
139,48356
139,48774
139,48778
139,48835
139,48952
139,49038
139,49271
139,49763
139,49913
139,50224
139,50440
139,50501
140,39090
141,8150
141,13827
141,29897
141,30384
141,30799
141,30816
142,28811
143,25492
144,5643
144,25392
145,47341
146,11366
147,28844
147,40599
147,42664
148,31022
149,3523
149,13318
149,25312
149,29291
149,32275
149,35354
149,36250
149,38097
149,39723
149,41373
149,46257
149,47256
149,47551
149,49038
149,49621
150,6889
151,50401
152,106
152,108
152,4527
152,24289
152,24295
152,30422
152,35199
152,35203
152,36352
152,38552
152,39124
152,39128
152,39189
152,39481
152,39483
152,40016
152,43321
152,47753
152,47760
152,49550
152,50408
153,25146
154,30136
154,39269
154,39539
155,16814
156,19696
156,22343
156,47676
157,3621
157,3623
157,3629
157,3650
157,7805
157,13554
157,24200
157,28979
157,33446
157,34050
157,39354
157,41604
157,44392
157,47990
158,32942
158,41690
159,26877
160,50556
161,25936
162,15149
163,48955
164,21233
165,45577
166,1900
166,1950
166,2332
166,2496
166,2646
166,3087
166,4770
166,5183
166,5774
166,7202
166,7934
166,10678
166,11137
166,12562
166,12711
166,13554
166,14065
166,14732
166,15267
166,16510
166,18973
166,22068
166,22070
166,22675
166,23247
166,24002
166,24245
166,24320
166,24385
166,24632
166,25312
166,28575
166,28816
166,29034
166,29422
166,29485
166,29551
166,29592
166,30299
166,30303
166,30386
166,30541
166,30893
166,31897
166,35996
166,36239
166,36344
166,37072
166,37779
166,38180
166,38609
166,39295
166,39723
166,40298
166,40360
166,40396
166,40956
166,41036
166,41114
166,41539
166,42861
166,45237
166,45296
166,45303
166,45429
166,45696
166,46126
166,46841
166,47090
166,47256
166,47833
166,48006
166,50341
167,23473
167,45579
168,1873
169,15210
169,43746
170,27797
171,1876
172,31855
172,48669
173,44196
174,45574
175,11962
175,15906
175,15913
176,32051
176,36368
176,40292
177,11625
177,20928
177,27501
177,28793
177,35714
177,35925
177,47398
178,49644
179,6846
179,12851
180,2244
180,27196
180,27688
180,32413
180,38724
180,48998
181,29453
182,2959
183,49136
184,1010
184,2649
184,3169
184,3238
184,3496
184,3570
184,5743
184,6346
184,6391
184,6792
184,8888
184,9265
184,11657
184,13964
184,14333
184,14916
184,14967
184,19020
184,19175
184,20525
184,28918
184,30345
184,31444
184,31986
184,32078
184,33251
184,34193
184,36049
184,36264
184,40562
184,40806
184,41320
184,41568
184,45688
184,45850
184,45982
184,45982
184,47045
184,47112
184,47420
184,48465
184,49035
184,49509
184,49704
184,50368
184,50402
185,4560
185,17486
185,18530
185,27925
185,29293
185,31469
185,37132
185,39433
185,39442
185,50134
186,3380
186,24642
186,49188
187,1393
188,11626
189,42120
190,1883
191,15070
191,22049
191,27800
191,29720
191,29741
191,29755
191,29766
191,37810
191,39119
191,42613
191,47087
191,47787
191,49553
192,13881
192,18758
193,11802
194,12220
194,50007
195,47046
196,555
196,4294
196,6346
196,14789
196,30241
196,39707
196,41003
196,41010
196,41058
196,41315
196,48045
197,30290
198,42467
199,4530
199,44946
200,29718
201,27801
202,1871
203,33908
203,44347
204,44347
205,30920
206,45570
206,48927
207,2303
208,12483
208,29721
208,40661
208,43127
209,14542
210,23131
211,3587
211,26434
211,49820
212,1200
212,7927
212,26075
212,42348
213,50308
214,47275
215,6063
215,8569
215,20862
215,29479
215,32760
215,38012
215,47581
216,39736
217,7645
217,14329
218,23798
219,14283
219,16942
219,23737
219,40200
219,40222
219,40225
219,40227
219,40230
219,40240
219,41035
220,19491
220,49096
221,19498
221,49776
222,48740
223,45534
224,29787
224,36827
225,30107
226,43507
227,32935
227,42214
228,36275
229,29844
230,7350
231,27239
232,14243
233,8960
234,29857
235,17368
236,39968
237,41063
238,38670
239,2473
240,42528
241,17720
242,3353
242,3432
242,4042
242,4577
242,4742
242,5216
242,6050
242,6107
242,7902
242,7937
242,8089
242,11536
242,11559
242,12620
242,13103
242,14782
242,15717
242,17140
242,18075
242,18373
242,19514
242,20027
242,22632
242,22985
242,24182
242,26434
242,26854
242,26951
242,27546
242,28080
242,28486
242,28563
242,28750
242,28818
242,29241
242,30299
242,31014
242,31055
242,35285
242,35447
242,35745
242,36190
242,36603
242,36989
242,37942
242,38188
242,38731
242,41018
242,41068
242,41072
242,42314
242,42379
242,42874
242,44887
242,45908
242,46055
242,46559
242,47910
242,48815
242,50465
242,50687
243,269
243,555
243,788
243,1256
243,1296
243,1539
243,1630
243,1655
243,1831
243,1861
243,1865
243,2064
243,2383
243,2679
243,2864
243,2951
243,3037
243,3106
243,3327
243,3474
243,3569
243,3764
243,3835
243,3909
243,3978
243,4126
243,4289
243,4454
243,4470
243,4473
243,4593
243,4724
243,4823
243,4851
243,4853
243,4901
243,5189
243,5234
243,5518
243,5798
243,5935
243,5972
243,5991
243,6173
243,6376
243,6378
243,6542
243,7013
243,7132
243,7539
243,7607
243,7850
243,7916
243,8039
243,8432
243,8662
243,8806
243,8889
243,8959
243,9279
243,10737
243,10885
243,11525
243,11876
243,12057
243,12153
243,12354
243,12367
243,12797
243,12812
243,13023
243,13330
243,13750
243,13920
243,13990
243,14144
243,14248
243,14551
243,14567
243,14690
243,14938
243,15010
243,15128
243,15226
243,15495
243,15636
243,15906
243,15913
243,16342
243,16476
243,16590
243,16657
243,16798
243,17314
243,18170
243,18418
243,18461
243,18494
243,18637
243,19260
243,19472
243,19926
243,20015
243,20180
243,20186
243,20580
243,21026
243,21224
243,21227
243,21383
243,21616
243,21958
243,21983
243,22076
243,22166
243,22201
243,22272
243,22276
243,22341
243,22466
243,22761
243,22807
243,23151
243,23270
243,23493
243,23852
243,24177
243,24188
243,24350
243,24443
243,24772
243,25333
243,25502
243,25557
243,25583
243,26316
243,26360
243,26794
243,26877
243,27036
243,27102
243,27363
243,27363
243,27476
243,27531
243,27666
243,27964
243,27982
243,28084
243,28153
243,28182
243,28295
243,28462
243,28941
243,28970
243,28979
243,29026
243,29137
243,29193
243,29602
243,30159
243,30412
243,30568
243,30589
243,30642
243,30667
243,30739
243,30979
243,31077
243,31080
243,31367
243,31444
243,31469
243,31605
243,31719
243,31873
243,31897
243,31963
243,32005
243,32017
243,32459
243,32643
243,32944
243,32945
243,33005
243,33090
243,33200
243,33880
243,34405
243,34531
243,34541
243,34601
243,34952
243,35012
243,35070
243,35090
243,35192
243,35199
243,35245
243,35319
243,36061
243,36264
243,36558
243,36824
243,37130
243,37373
243,37521
243,37546
243,37624
243,37658
243,37903
243,38093
243,38104
243,38109
243,38635
243,38649
243,39076
243,39446
243,39725
243,39726
243,39786
243,39877
243,39992
243,40216
243,40328
243,40586
243,40602
243,40627
243,40797
243,40806
243,40976
243,41142
243,41166
243,41219
243,41557
243,41604
243,41738
243,42001
243,42029
243,42053
243,42285
243,42498
243,42673
243,42705
243,43036
243,43417
243,43465
243,43521
243,43686
243,44234
243,44726
243,44819
243,45148
243,45521
243,45921
243,46394
243,46444
243,46445
243,46454
243,46480
243,46549
243,46580
243,46738
243,46856
243,47080
243,47089
243,47315
243,47470
243,47631
243,47636
243,47649
243,47726
243,47780
243,48074
243,48171
243,48554
243,48649
243,48743
243,48862
243,48866
243,49035
243,49085
243,49218
243,49540
243,49762
243,49800
243,49912
243,50188
243,50410
243,50457
243,50592
243,50648
244,2934
244,3747
244,4747
244,5563
244,7014
244,12252
244,13793
244,14617
244,19175
244,21092
244,21095
244,21097
244,21099
244,21100
244,21264
244,21952
244,23032
244,23033
244,23796
244,27709
244,31311
244,33662
244,34962
244,35261
244,35652
244,36181
244,36328
244,36661
244,36696
244,37057
244,37721
244,39764
244,42415
244,42940
244,42946
244,43621
244,45267
244,46517
244,46594
244,47722
245,26877
245,30088
245,34609
246,29737
247,47443
248,37496
249,8234
250,26950
251,49739
252,15517
253,38277
254,42661
255,11584
255,11968
255,45162
255,47604
256,5993
256,24381
256,33241
256,43583
257,43937
257,45790
258,5809
258,20173
258,26505
259,31610
260,1766
261,24126
262,29729
263,28414
264,4736
264,20068
264,31837
264,42560
264,48823
265,1821
265,2481
265,2532
265,2635
265,3076
265,5638
265,5790
265,5821
265,6230
265,6392
265,6428
265,6430
265,6606
265,6674
265,6880
265,7290
265,7358
265,7922
265,8477
265,10202
265,11526
265,11536
265,11559
265,11571
265,11666
265,11864
265,12356
265,13143
265,14314
265,14969
265,15369
265,16265
265,16677
265,16704
265,16721
265,16983
265,17670
265,18370
265,18442
265,18693
265,18712
265,19183
265,19509
265,20814
265,21123
265,21496
265,21820
265,22461
265,22888
265,23012
265,23032
265,23054
265,23608
265,23903
265,23935
265,24115
265,24729
265,25131
265,25468
265,26118
265,26290
265,26490
265,27029
265,27030
265,27689
265,28107
265,28310
265,28486
265,30172
265,30610
265,31386
265,31789
265,31960
265,32367
265,32813
265,32936
265,33159
265,33370
265,33593
265,33648
265,33694
265,33802
265,33996
265,34610
265,35171
265,35358
265,35447
265,35606
265,35614
265,36173
265,36521
265,36726
265,37034
265,37059
265,37701
265,38224
265,39467
265,39541
265,39561
265,39595
265,39704
265,40621
265,41390
265,41604
265,41882
265,42060
265,42110
265,42636
265,44510
265,44703
265,45171
265,45267
265,45616
265,45807
265,46100
265,46160
265,46242
265,46468
265,46809
265,47263
265,47566
265,47754
265,47860
265,48172
265,48833
265,49393
265,49445
265,49580
265,49596
265,49601
265,49632
265,49760
265,49861
265,50054
265,50313
265,50336
265,50588
265,50606
265,50609
266,13689
266,13690
266,13692
266,13693
266,16210
266,16248
266,16255
266,16257
266,16259
266,16260
266,16265
266,16290
266,16301
266,16303
266,16306
266,16309
266,16310
266,16311
266,16313
266,16315
266,16316
266,16317
266,16324
266,16325
266,16329
266,16344
266,16345
266,16346
266,16349
266,16355
266,16417
266,16442
266,16445
266,16448
266,16456
266,16474
266,16479
266,16481
266,16500
266,16509
266,16568
266,16576
266,16591
266,16599
266,16604
266,16605
266,16609
266,21941
266,24800
266,24803
266,24804
266,37225
266,37225
267,47059
268,38977
269,13876
270,1787
271,45349
272,42165
273,14702
274,36393
275,46901
276,46899
277,32474
278,4028
278,7058
278,7062
278,7066
278,7070
278,8890
278,15858
278,17290
278,21691
278,25996
278,28295
278,29155
278,42947
278,45940
279,1689
279,1702
279,21232
279,22959
279,25549
279,32149
280,49525
281,7269
281,11298
281,20738
281,20741
281,28434
281,28447
281,28472
281,37219
281,37220
281,37222
281,37340
281,37342
281,38387
281,48393
281,50062
281,50079
281,50092
281,50452
282,28477
283,26170
284,43269
285,3758
285,12484
285,23663
285,24377
285,41764
285,46081
285,46645
285,46650
285,47563
286,2938
286,15572
286,22065
286,22073
286,32922
286,38399
286,40334
286,47001
287,24728
287,49844
288,11306
289,19775
290,4752
290,5215
290,7117
290,13113
290,13991
290,14107
290,16913
290,17621
290,21691
290,21783
290,22091
290,23069
290,23607
290,24825
290,29407
290,30691
290,30964
290,31599
290,36631
290,38652
290,38846
290,38995
290,45302
290,46221
290,46602
290,49622
290,50065
290,50095
291,42060
291,43463
291,50172
292,8823
293,31720
294,47755
295,34334
296,9234
296,28811
296,32710
296,40478
297,21280
298,29338
299,41827
300,37739
300,40190
301,27777
301,27779
301,27780
301,27791
302,1546
302,20743
302,30298
302,50140
303,8820
303,9183
303,9956
303,10645
303,10713
303,10767
303,10813
303,11563
303,12064
303,14413
303,15010
303,15963
303,16171
303,16389
303,16554
303,16917
303,16924
303,16925
303,17035
303,17037
303,17039
303,17040
303,17043
303,17045
303,17049
303,17052
303,17054
303,17134
303,17442
303,17628
303,18093
303,19910
303,20195
303,21553
303,22629
303,22647
303,22762
303,24178
303,24567
303,26303
303,26511
303,27012
303,29394
303,29400
303,29438
303,30288
303,30870
303,30872
303,30966
303,31506
303,31758
303,31963
303,34565
303,37463
303,38353
303,38512
303,38542
303,38632
303,39119
303,39288
303,39814
303,40321
303,41922
303,42160
303,42844
303,42862
303,43256
303,43724
303,44270
303,44680
303,44905
303,44954
303,44977
303,45202
303,45904
303,46992
303,47162
303,47242
303,47477
303,47806
303,47961
303,48103
303,48207
303,48832
303,49676
303,49934
304,21635
305,13380
305,24820
306,42348
307,40189
307,50218
308,28182
309,15237
310,44450
311,35523
312,35548
313,46586
314,100
314,500
314,1416
314,1942
314,3576
314,5227
314,5419
314,6007
314,6092
314,7381
314,8502
314,11024
314,11279
314,11720
314,12401
314,13367
314,13541
314,15604
314,16467
314,16537
314,19079
314,19433
314,21819
314,26875
314,27159
314,27766
314,28055
314,28057
314,28863
314,29095
314,31186
314,31513
314,31709
314,32099
314,32227
314,34594
314,35250
314,35867
314,38177
314,38566
314,39126
314,40677
314,41955
314,42221
314,42757
314,42922
314,43125
314,43656
314,44160
314,45148
314,47074
314,47911
314,48877
314,49429
314,50135
314,50442
315,4410
315,20746
315,28441
315,28445
315,28450
315,37207
315,37217
315,37223
315,37325
315,37328
315,37330
315,37345
315,37346
315,39671
315,39679
315,39681
315,39698
315,39720
315,41609
315,41610
315,45984
315,48802
315,48803
315,50083
315,50087
315,50094
316,42165
317,48617
318,33217
319,28086
320,39718
321,27772
321,27773
321,27781
321,27782
321,27787
321,27794
321,27798
322,27803
323,28481
323,37319
323,37322
323,48744
324,49995
325,30322
326,28233
327,1461
327,1723
327,2944
327,3099
327,5229
327,5380
327,5993
327,6237
327,6465
327,7907
327,10760
327,11964
327,11969
327,12026
327,12245
327,12359
327,12366
327,12935
327,13581
327,14351
327,14717
327,14905
327,19923
327,20557
327,21155
327,21316
327,21780
327,21824
327,22333
327,22650
327,23933
327,25301
327,27636
327,28859
327,28984
327,29087
327,29760
327,30102
327,30615
327,31127
327,31250
327,31756
327,32094
327,32368
327,33549
327,35297
327,35978
327,36752
327,37799
327,37873
327,38174
327,38414
327,38565
327,38680
327,38790
327,39927
327,40128
327,40962
327,41742
327,42130
327,42665
327,42842
327,42938
327,43009
327,43440
327,43890
327,44939
327,45165
327,45299
327,45898
327,46022
327,46583
327,47616
327,48715
327,49243
327,49760
327,49950
327,50036
327,50276
328,18981
328,42973
328,49177
328,49757
329,41667
330,49000
331,28011
332,12631
333,11389
333,33082
334,35944
335,17496
336,12246
337,25771
337,26830
337,48516
338,32970
339,38129
339,47101
340,1382
340,1415
340,1499
340,1501
340,1505
340,2650
340,2729
340,2772
340,3086
340,3538
340,3825
340,3970
340,4283
340,4781
340,4783
340,4915
340,4962
340,5378
340,5388
340,5480
340,6402
340,7520
340,7725
340,7804
340,9826
340,11411
340,12042
340,12295
340,12347
340,13594
340,13620
340,14612
340,15207
340,17852
340,19045
340,19828
340,20808
340,21573
340,22416
340,22661
340,22666
340,24889
340,26500
340,26836
340,27729
340,28022
340,28573
340,28973
340,29355
340,29360
340,29396
340,30161
340,30287
340,30869
340,31429
340,32028
340,32407
340,33478
340,34593
340,36010
340,36177
340,36229
340,37687
340,38193
340,38792
340,39365
340,39677
340,39687
340,39736
340,40378
340,43223
340,43585
340,45409
340,47173
340,47995
340,48262
340,48265
340,48844
340,49593
340,49998
340,50164
340,50429
341,27395
342,9326
343,42981
343,48713
344,30106
345,345
345,1200
345,50076
346,50068
347,41611
347,42737
348,12474
349,10831
350,11201
351,21320
351,37399
352,22645
353,1504
353,2157
353,3024
353,3643
353,3959
353,4784
353,8994
353,10423
353,10557
353,10614
353,10770
353,11068
353,12635
353,12636
353,13496
353,15185
353,17658
353,18934
353,19854
353,20110
353,20460
353,21864
353,24704
353,24750
353,25049
353,30378
353,30685
353,30754
353,30893
353,31475
353,33669
353,35208
353,35842
353,36482
353,36730
353,36764
353,37303
353,37341
353,37488
353,38274
353,40587
353,41909
353,42682
353,42828
353,43085
353,43394
353,43483
353,43718
353,48293
353,48813
353,49414
353,49582
353,50055
353,50102
353,50138
353,50252
353,50634
354,15413
355,14397
356,16781
357,16855
358,44186
359,27230
360,50040
361,28040
362,12247
363,17463
364,43424
365,37339
366,4693
366,14068
366,33027
367,47534
368,25715
369,42421
370,21956
371,3205
371,4245
371,6624
371,15704
371,24556
372,4843
372,12106
373,15115
373,15119
373,17395
373,45097
373,50554
374,32299
374,49310
375,3956
375,4804
375,25330
375,34197
376,6900
377,31876
378,10736
378,31736
379,2511
379,3747
379,4755
379,5212
379,6568
379,7437
379,7447
379,9713
379,10919
379,10979
379,12519
379,12780
379,13686
379,16372
379,17778
379,17888
379,18367
379,18954
379,19368
379,20576
379,21652
379,21987
379,22092
379,22144
379,22289
379,23476
379,23685
379,24675
379,24759
379,28597
379,28719
379,29241
379,29258
379,30276
379,30290
379,30304
379,30305
379,32016
379,32056
379,34853
379,35012
379,35550
379,36131
379,36233
379,36482
379,36800
379,37136
379,39768
379,39771
379,41145
379,41148
379,41170
379,41447
379,43465
379,45921
379,46669
379,46999
379,47108
379,47831
379,49372
379,49449
379,49543
379,49701
379,49708
379,50134
379,50268
380,20521
381,3551
381,12770
381,47718
381,47863
382,35928
383,1900
383,2977
383,4154
383,4468
383,4604
383,4628
383,4827
383,5183
383,5196
383,5343
383,5560
383,5563
383,7014
383,8483
383,8601
383,9956
383,11016
383,12811
383,12873
383,12969
383,13061
383,14413
383,14844
383,14916
383,15071
383,15076
383,15129
383,15210
383,15237
383,15297
383,15303
383,15799
383,15935
383,16052
